Ref;Location;lat;long;Region;Bioregion;Depth;Specie;Genus;Life-form;DBD;Mud %;CaCO3;OM;Corg
121;Lota, Moreton Bay;-27.469957;153.194599;E Australia;Tropical Indo-Pacific;0.00;Zostera spp.;Zostera spp.;Opportinistic;1.874117647;;;;0.712380952
121;Lota, Moreton Bay;-27.469957;153.194599;E Australia;Tropical Indo-Pacific;0.00;Zostera spp.;Zostera spp.;Opportinistic;1.441176471;;;;0.780352941
121;Lota, Moreton Bay;-27.469957;153.194599;E Australia;Tropical Indo-Pacific;0.00;Zostera spp.;Zostera spp.;Opportinistic;1.37375;;;;0.6195625
121;Boambee Creek;-30.34972;153.100035;E Australia;Temperate Southern Oceans;0.50;Zostera spp.;Zostera spp.;Opportinistic;1.430185231;;;;0.931645304
121;Boambee Creek;-30.342061;153.096182;E Australia;Temperate Southern Oceans;0.50;Zostera spp.;Zostera spp.;Opportinistic;1.423269048;;;;0.616556119
121;Boambee Creek;-30.339679;153.097092;E Australia;Temperate Southern Oceans;0.50;Zostera spp.;Zostera spp.;Opportinistic;1.182068709;;;;1.577384116
121;Coffs;-30.29935;153.124856;E Australia;Temperate Southern Oceans;0.50;Zostera spp.;Zostera spp.;Opportinistic;1.169333333;;;;1.451414258
121;Corindi;-29.42595;153.342917;E Australia;Temperate Southern Oceans;0.50;Zostera spp.;Zostera spp.;Opportinistic;1.162113189;;;;0.336004396
121;West Beach/torrens;-34.87711;138.467;E Australia;Temperate Southern Oceans;5.00;Posidonia australis;Posidonia spp.;Persistent;1.415630499;4.868853778;;;0.281354118
121;West Beach/torrens;-34.90079;138.48076;E Australia;Temperate Southern Oceans;5.00;Zostera spp.;Zostera spp.;Opportinistic;1.236351043;3.104246522;;;0.313741596
121;West Beach/torrens;-34.87714;138.47473;E Australia;Temperate Southern Oceans;6.00;Amphibolis spp.;Amphibolis spp.;Persistent;1.337855542;2.546677857;;;0.288822741
121;Port Pirie;-33.119372;138.030581;E Australia;Temperate Southern Oceans;1.00;Posidonia australis;Posidonia spp.;Persistent;0.467439939;67.0462;;;3.573336859
121;Port Pirie;-33.111608;137.990756;E Australia;Temperate Southern Oceans;1.00;Posidonia australis;Posidonia spp.;Persistent;0.661209803;54.60688;;;1.600891849
121;Port Pirie;-33.131158;137.957453;E Australia;Temperate Southern Oceans;4.00;Posidonia australis;Posidonia spp.;Persistent;0.572592896;53.21338;;;1.949683731
121;Port Pirie;-33.119947;137.920717;E Australia;Temperate Southern Oceans;3.00;Posidonia australis;Posidonia spp.;Persistent;0.872032824;19.90121818;;;0.893678931
121;Port Pirie;-33.135758;137.892222;E Australia;Temperate Southern Oceans;2.50;Posidonia australis;Posidonia spp.;Persistent;0.801323813;15.28436364;;;1.000359518
121;Port Pirie;-33.142083;137.916939;E Australia;Temperate Southern Oceans;1.50;Posidonia australis;Posidonia spp.;Persistent;0.454026951;70.3742;;;3.289247119
121;Port Pirie;-33.157319;137.904581;E Australia;Temperate Southern Oceans;1.00;Posidonia australis;Posidonia spp.;Persistent;0.616407288;54.17116;;;2.097817821
121;Port Pirie;-33.139208;137.858575;E Australia;Temperate Southern Oceans;3.00;Posidonia australis;Posidonia spp.;Persistent;1.017860688;11.92748909;;;0.439968214
121;Port Pirie;-33.167953;137.858233;E Australia;Temperate Southern Oceans;1.50;Posidonia australis;Posidonia spp.;Persistent;0.676071689;44.63692727;;;1.75105425
121;Port Pirie;-33.144833;137.858917;E Australia;Temperate Southern Oceans;2.00;Posidonia australis;Posidonia spp.;Persistent;0.937027852;10.1424575;;;0.871379664
